latitude,longitude,altitude,speed,date,time,stop,tyre_pressure,temperature,humidity
39.9983199,116.331655,0,150.9,2008-10-30,23:47:27,False,35.09762700785465,26.102650872218128,80.09762700785465
39.99826,116.3315716,0,167.3,2008-10-30,23:47:35,False,35.43037873274484,26.829880301764437,80.43037873274484
39.9981616,116.3315583,0,173.9,2008-10-30,23:47:47,False,35.205526752143285,27.698741875006025,80.20552675214329
39.9980683,116.3315516,0,173.9,2008-10-30,23:47:54,False,35.089766365993796,27.496679921336902,80.0897663659938
39.997965,116.3315699,0,173.9,2008-10-30,23:48:00,False,34.84730959867781,27.854301697459242,79.84730959867781
39.9979033,116.3314749,0,2.0,2008-10-30,23:48:05,True,35.29178822613331,27.110514825178928,80.2917882261333
39.99785,116.3313883,0,180.4,2008-10-30,23:48:10,False,34.87517442252538,28.347137385832674,79.87517442252539
39.9977333,116.3312866,0,190.3,2008-10-30,23:48:12,False,35.78354600156416,29.455422423692927,80.78354600156416
39.9976716,116.3311683,0,190.3,2008-10-30,23:48:15,False,35.92732552100206,26.470127423848133,80.92732552100206
39.9975899,116.3310749,0,196.9,2008-10-30,23:48:19,False,34.76688303765155,28.069516428616456,79.76688303765155
39.997555,116.3309866,0,203.4,2008-10-30,23:48:20,False,35.58345007616533,26.528272425380614,80.58345007616533
39.9974649,116.3309816,0,213.3,2008-10-30,23:48:24,False,35.05778983950581,28.867438724770373,80.05778983950582
39.997375,116.3309299,0,219.8,2008-10-30,23:48:33,False,35.13608912218786,27.584238811229174,80.13608912218787
39.9973216,116.3308549,0,219.8,2008-10-30,23:48:36,False,35.85119327658532,28.261685247434038,80.85119327658532
39.9972683,116.3307733,0,219.8,2008-10-30,23:48:39,False,34.142072116395774,26.733119344856313,79.14207211639578
39.9971916,116.3307049,0,216.5,2008-10-30,23:48:43,False,34.17425859940308,26.579391037373508,79.17425859940307
39.9971083,116.3306466,0,216.5,2008-10-30,23:48:46,False,34.04043679488065,27.95222512259582,79.04043679488065
39.9970316,116.3305499,0,216.5,2008-10-30,23:48:49,False,35.66523969109588,27.422450951399824,80.66523969109588
39.9969833,116.3304566,0,216.5,2008-10-30,23:48:54,False,35.5563135018997,29.761727781011253,80.5563135018997
39.9969749,116.3303616,0,213.3,2008-10-30,23:48:56,False,35.74002429649364,29.061301015227862,80.74002429649364
39.99697,116.3302716,0,216.5,2008-10-30,23:49:00,False,35.95723668446553,28.99465447940219,80.95723668446553
39.9969616,116.3301483,0,1.0,2008-10-30,23:49:03,True,35.59831712843345,29.614878958983734,80.59831712843345
39.99693,116.3300466,0,216.5,2008-10-30,23:49:06,False,34.92295872450586,26.333689741768076,79.92295872450586
39.9968133,116.3299833,0,216.5,2008-10-30,23:49:10,False,35.561058352572914,28.208769879689626,80.56105835257291
39.9967366,116.3299299,0,216.5,2008-10-30,23:49:12,False,34.236548851737865,28.337904275823075,79.23654885173787
39.9966249,116.3299083,0,213.3,2008-10-30,23:49:14,False,35.27984204265505,29.847745514188915,80.27984204265505
